Stock_No,Make,Model,Trim,Year,Eng,Trans,Color,Mileage,VIN,Options,Warranty Type,EPACity,EPAHighway,Price,Modified,Internet Specials,Sold,Locked,Dealer Certified,Manufacturer Cert.,Home Page Special,KBB Valuation Needs Verification,Rooftop,Type,MSRP,Days in Stock,Photos,NeedsPrinting,,,,,,,
420097,CHEVROLET,SILVERADO 1500,RST Crew Cab 4WD,2021,5.3L V8 OHV 16V,6-Speed Automatic,SILVER,32241,1GCUYEED7MZ420097,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,AS-IS,19,22,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,10/13/2025,42995,0,48095,0,,,,
260223,CHEVROLET,SILVERADO 1500,LTZ Crew Cab 4WD,2025,5.3L V8 OHV 16V,6-Speed Automatic,WHITE,777,3GCUKGED4SG260223,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,BOF,15,19,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,10/20/2025,60995,0,61000,0,,,,
280381,CHEVROLET,SILVERADO 1500,LT Crew Cab 4WD,2012,5.3L V8 OHV 16V FFV,6-Speed Automatic,,0,3GCPKSE77CG280381,Cloth Upholstery|Manual Windows|Manual Door Locks|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Auxiliary Input|Rearview Camera|Cruise Control|Tilt Steering Wheel|Split Folding Rear Seats|Manual Front Seats|Steering Wheel Audio Controls|Halogen Headlights|Steel Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Basic Audio System|Voice Control|Digital Instrument Cluster|Manual Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Start Assist|Brake Assist|Basic Climate Controls|Cup Holders|Glove Box|Analog Instrument Cluster|Basic Lighting|Basic Interior Trim,AS-IS,12,18,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,4/17/2025,0,0,0,4000,,,,
195884,CHEVROLET,SILVERADO 1500,Custom Crew Cab Short Box 4WD,2020,5.3L V8 OHV 16V,6-Speed Automatic,,0,3GCUYBEF1LG195884,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,BOF,15,20,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,4/28/2025,0,0,0,30000,,,,
293538,CHEVROLET,SILVERADO 1500,LS2 Crew Cab 4WD,2006,4.8L V8 OHV 16V,4-Speed Automatic,,237000,2GCEK13V261293538,Cloth Upholstery|Manual Windows|Manual Door Locks|AM/FM Stereo|Cassette Player|Air Conditioning|Cruise Control|Tilt Steering Wheel|Bench Front Seat|Split Folding Rear Seat|Steel Wheels|Rear Wheel Drive|Power Steering|ABS Brakes|Driver Airbag|Passenger Airbag|Daytime Running Lights|Halogen Headlights|Tow Hooks|Trailer Hitch|Rubber Floor Mats|Analog Instrument Cluster|12V Power Outlet|Cup Holders|Glove Box|Manual Mirrors|Chrome Bumpers|Full Size Spare Tire|Rear Step Bumper|Cargo Tie Downs|Longitudinal Leaf Springs|Front Independent Suspension|Rear Solid Axle|Front Stabilizer Bar|Fuel Tank Skid Plate|Heavy Duty Cooling|Engine Oil Cooler|Transmission Cooler|Rear Wheel ABS|Power Brakes|Manual Climate Controls|Basic Audio System|Manual Seats|Vinyl Trim|Steel Frame|Rear Leaf Suspension|Basic Safety Belts|Basic Horn|Basic Lighting|Basic Interior Trim,AS-IS,15,19,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,6/7/2025,0,0,0,3000,,,,
43592,CHEVROLET,Silverado 2500HD,LTZ Crew Cab 4WD,2017,6.6L V8 OHV 32V TURBO DIESEL,6-Speed Automatic,,216566,1GC1KWEY2HF243592,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,AS-IS,0,0,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,7/25/2025,0,0,51375,0,,,,
149507T,CHEVROLET,Silverado 2500HD,LS Ext. Cab Long Bed 4WD,2003,6.6L V8 OHV 32V TURBO DIESEL,4-Speed Automatic,,229990,1GCHK29143E149507,Cloth Upholstery|Manual Windows|Manual Door Locks|AM/FM Stereo|Cassette Player|Air Conditioning|Cruise Control|Tilt Steering Wheel|Bench Front Seat|Split Folding Rear Seat|Steel Wheels|Rear Wheel Drive|Power Steering|ABS Brakes|Driver Airbag|Passenger Airbag|Daytime Running Lights|Halogen Headlights|Tow Hooks|Trailer Hitch|Rubber Floor Mats|Analog Instrument Cluster|12V Power Outlet|Cup Holders|Glove Box|Manual Mirrors|Chrome Bumpers|Full Size Spare Tire|Rear Step Bumper|Cargo Tie Downs|Longitudinal Leaf Springs|Front Independent Suspension|Rear Solid Axle|Front Stabilizer Bar|Fuel Tank Skid Plate|Heavy Duty Cooling|Engine Oil Cooler|Transmission Cooler|Rear Wheel ABS|Power Brakes|Manual Climate Controls|Basic Audio System|Manual Seats|Vinyl Trim|Steel Frame|Rear Leaf Suspension|Basic Safety Belts|Basic Horn|Basic Lighting|Basic Interior Trim,AS-IS,0,0,Available,Used,Truck,EXTENDED CAB PICKUP 4-DR,,Gasoline,9/24/2025,14995,0,0,9000,,,,
128817T,CHEVROLET,Silverado 2500HD,LTZ Crew Cab Short Box 4WD,2019,6.6L V8 OHV 16V DIESEL,6-Speed Automatic,BLACK,120513,1GC1KTEY9KF128817,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,AS-IS,0,0,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,11/6/2025,42995,42995,0,35000,,,,
311001T,CHEVROLET,Silverado 2500HD,LT Crew Cab Short Box 4WD,2023,6.6L V8 OHV 16V DIESEL,6-Speed Automatic,SILVER,123035,2GC4YNEY1P1723294,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,BOF,0,0,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,11/17/2025,48988,48988,0,40000,,,,
234582,CHEVROLET,Silverado 2500HD,High Country Crew Cab Short Bo,2024,6.6L V8 OHV 16V DIESEL,6-Speed Automatic,GRAY,15770,2GC4YREY1R1234582,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,BOF,0,0,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,4/3/2025,78995,0,71000,0,,,,
275394,CHEVROLET,Silverado 2500HD,ZR2 Crew Cab 4WD,2024,6.6L V8 OHV 32V TURBO DIESEL,6-Speed Automatic,GRAY,42404,1GC4YYEY3RF275394,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,BOF,0,0,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,5/1/2025,0,0,0,0,,,,
107572,CHEVROLET,Silverado 2500HD,Custom Double Cab Long Box 4WD,2026,6.6L V8 16V OHV,6-Speed Automatic,WHITE,502,1GC5KME7XTF107572,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,BOF,0,0,Available,Used,Truck,EXTENDED CAB PICKUP 4-DR,,Gasoline,9/26/2025,58995,0,0,0,,,,
189690,CHEVROLET,Silverado 2500HD,Crew Cab Short Bed 4WD,2004,6.6L V8 OHV 32V TURBO DIESEL,4-Speed Automatic,,0,1GCHK23254F189690,Cloth Upholstery|Manual Windows|Manual Door Locks|AM/FM Stereo|Cassette Player|Air Conditioning|Cruise Control|Tilt Steering Wheel|Bench Front Seat|Split Folding Rear Seat|Steel Wheels|Rear Wheel Drive|Power Steering|ABS Brakes|Driver Airbag|Passenger Airbag|Daytime Running Lights|Halogen Headlights|Tow Hooks|Trailer Hitch|Rubber Floor Mats|Analog Instrument Cluster|12V Power Outlet|Cup Holders|Glove Box|Manual Mirrors|Chrome Bumpers|Full Size Spare Tire|Rear Step Bumper|Cargo Tie Downs|Longitudinal Leaf Springs|Front Independent Suspension|Rear Solid Axle|Front Stabilizer Bar|Fuel Tank Skid Plate|Heavy Duty Cooling|Engine Oil Cooler|Transmission Cooler|Rear Wheel ABS|Power Brakes|Manual Climate Controls|Basic Audio System|Manual Seats|Vinyl Trim|Steel Frame|Rear Leaf Suspension|Basic Safety Belts|Basic Horn|Basic Lighting|Basic Interior Trim,AS-IS,0,0,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,4/29/2024,0,0,0,15995,,,,
126433,CHEVROLET,Silverado 3500HD,High Country Crew Cab Long Box,2025,6.6L V8 OHV 32V TURBO DIESEL,6-Speed Automatic,WHITE,9126,1GC4KVEY2SF126433,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Bed Liner|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist|Basic Audio System|Cup Holders|Glove Box,BOF,0,0,Available,Used,Truck,CREW CAB PICKUP 4-DR,,Gasoline,9/11/2025,90000,0,74400,0,,,,
113469,CHEVROLET,SSR,Base,2004,5.3L V8 OHV 16V,4-Speed Automatic,,0,1GCES14P24B113469,Leather Upholstery|Heated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|CD Player|Auxiliary Input|Bluetooth Connectivity|Navigation System|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|Xenon Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Sport Suspension|Performance Exhaust|Limited Slip Differential|Brake Assist|Basic Audio System|Cup Holders|Glove Box,AS-IS,16,19,Available,Used,Truck,REGULAR CAB PICKUP 2-DR,,Gasoline,12/20/2024,27995,0,41620,17500,,,,
197510,CHEVROLET,SUBURBAN,1500 4WD,2004,5.3L V8 OHV 16V FFV,4-Speed Automatic,,0,3GNFK16Z64G197510,Cloth Upholstery|Manual Windows|Manual Door Locks|AM/FM Stereo|Cassette Player|Air Conditioning|Cruise Control|Tilt Steering Wheel|Bench Front Seat|Split Folding Rear Seat|Steel Wheels|Rear Wheel Drive|Power Steering|ABS Brakes|Driver Airbag|Passenger Airbag|Daytime Running Lights|Halogen Headlights|Tow Hooks|Trailer Hitch|Rubber Floor Mats|Analog Instrument Cluster|12V Power Outlet|Cup Holders|Glove Box|Manual Mirrors|Chrome Bumpers|Full Size Spare Tire|Rear Step Bumper|Cargo Tie Downs|Longitudinal Leaf Springs|Front Independent Suspension|Rear Solid Axle|Front Stabilizer Bar|Fuel Tank Skid Plate|Heavy Duty Cooling|Engine Oil Cooler|Transmission Cooler|Rear Wheel ABS|Power Brakes|Manual Climate Controls|Basic Audio System|Manual Seats|Vinyl Trim|Steel Frame|Rear Leaf Suspension|Basic Safety Belts|Basic Horn|Basic Lighting|Basic Interior Trim,AS-IS,14,18,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,6/24/2025,0,0,0,4000,,,,
225629,CHEVROLET,SUBURBAN,LTZ 1500 2WD,2007,5.3L V8 OHV 16V FFV,4-Speed Automatic,,0,3GNFC16047G225629,Leather Upholstery|Heated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Auxiliary Input|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|Halogen Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Roof Rails|Cargo Tie Downs|Brake Assist|Basic Audio System|Cup Holders|Glove Box,AS-IS,14,19,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,1/7/2025,0,0,0,2000,,,,
150561,CHEVROLET,TAHOE,LT 4WD,2021,5.3L V8 OHV 16V,10-Speed Automatic,,0,1GNSKNKD8MR150561,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Tri-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Roof Rails|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist,BOF,16,20,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,8/24/2024,0,0,0,0,,,,
259047,CHEVROLET,TAHOE,RST 4WD,2024,5.3L V8 OHV 16V,10-Speed Automatic,,1991,1GNSKRKD4RR259047,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Tri-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Roof Rails|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist,BOF,15,20,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,10/21/2024,0,0,0,0,,,,
214441,CHEVROLET,TAHOE,Premier 4WD,2020,5.3L V8 OHV 16V,6-Speed Automatic,,107269,1GNSKCKC9LR214441,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Tri-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Roof Rails|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist,AS-IS,15,21,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,3/7/2025,42995,0,0,34995,,,,
157592,CHEVROLET,TAHOE,High Country 4WD,2022,6.2L V8 OHV 16V,10-Speed Automatic,WHITE,57792,1GNSKTKL3NR157592,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Tri-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Roof Rails|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist,AS-IS,13,19,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,2/28/2025,58995,0,74695,0,,,,
151714,CHEVROLET,TAHOE,LT 2WD,2020,5.3L V8 OHV 16V,6-Speed Automatic,,0,1GNSCBKCXLR151714,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Tri-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Power Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Cargo Tie Downs|Roof Rails|Tow Hooks|Trailer Hitch|Hill Descent Control|Hill Start Assist|Brake Assist,AS-IS,15,22,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,3/4/2025,38995,0,53000,30000,,,,
28766,CHEVROLET,TRAILBLAZER,RS AWD,2023,1.3L L3 DOHC 12V,9-Speed Automatic,,0,KL79MUSL8PB128766,Leatherette Upholstery|Heated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Manual Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Roof Rails|Cargo Tie Downs|Brake Assist|Basic Audio System|Cup Holders|Glove Box,BOF,0,0,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,7/14/2025,0,0,0,0,,,,
130446,CHEVROLET,Trax,LS,2024,1.2L L3 TURBO,6-Speed Automatic,,0,KL77LFE23RC130446,Leatherette Upholstery|Heated Front Seats|Dual-Zone Climate Control|Cruise Control|Tilt Steering Wheel|AM/FM Stereo|Bluetooth Connectivity|USB Ports|Apple CarPlay|Android Auto|Rearview Camera|Power Windows|Power Door Locks|Keyless Entry|Push Button Start|Split Folding Rear Seats|Power Adjustable Driver Seat|Manual Passenger Seat|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Fog Lights|LED Headlights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Rear Parking Sensors|Satellite Radio|Voice Control|Digital Instrument Cluster|Power Mirrors|Heated Mirrors|Rear Defrost|Roof Rails|Cargo Tie Downs|Brake Assist|Basic Audio System|Cup Holders|Glove Box,BOF,0,0,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,11/7/2025,22995,0,0,18000,,,,
